# gapseq version: 2.1.0 0779b300
# Sequence DB version: 1.5 (Bacteria, 2026-05-29)
# genome_format=prot;taxonomy=Bacteria;ORF_coverage=30.61;gram=neg
pathway	rxn	name	ec	keyrea	is_complex	subunit_count	subunits	complex	file	dbhit	spont	type	src	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	exception	status	subunits_found	subunit_undefined_found	complex.status	pathway.status
12DICHLORETHDEG-PWY	DHLAXANAU-RXN	1,2-dichloroethane dehalogenase	3.8.1.5	TRUE	FALSE		NA		rev/3.8.1.5.fasta	rxn02515 rxn03596 rxn03668 rxn03669 rxn03670 rxn03671 rxn06155 rxn07484 rxn07485 rxn19882	FALSE	EC	rev									0	no_blast				
12DICHLORETHDEG-PWY	DHLBXANAU-RXN	chloroacetate dehalogenase	3.8.1.3	FALSE	FALSE		NA		rev/3.8.1.3.fasta	rxn02050 rxn03599 rxn06154 rxn19881	FALSE	EC	rev									0	no_blast				
12DICHLORETHDEG-PWY	MOXXANAU-RXN	2-chloroethanol dehydrogenase	1.1.2.7	FALSE	TRUE	2	Subunit 1,Subunit 2	Subunit 1	rev/1.1.2.7.fasta	rxn00847 rxn01796 rxn12745 rxn14207 rxn15989 rxn15990 rxn21641 rxn23811	FALSE	EC	rev	UniRef90_P38539	26.5	4e-44	164	88.8	NP_414666.1 quinoprotein glucose dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	168	768	0	bad_blast	0	FALSE		
12DICHLORETHDEG-PWY	MOXXANAU-RXN	2-chloroethanol dehydrogenase	1.1.2.7	FALSE	TRUE	2	Subunit 1,Subunit 2	Subunit 2		rxn00847 rxn01796 rxn12745 rxn14207 rxn15989 rxn15990 rxn21641 rxn23811	FALSE												no_blast	0	FALSE		
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	42.2	2.82e-72	220	97.5	NP_417036.1 2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	4	270	0	good_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	31.7	3.9e-20	84	93.1	NP_415611.1 3-oxoacyl-[acyl-carrier-protein] reductase FabG [Escherichia coli str. K-12 substr. MG1655]	1	241	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	29.5	8.82e-18	77.8	93.5	NP_417254.4 putative deoxygluconate dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	16	261	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	31.8	2.73e-15	71.2	92.4	NP_417476.1 NADP(+)-dependent aldehyde reductase [Escherichia coli str. K-12 substr. MG1655]	46	290	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	25.8	2.2e-14	68.2	92.7	NP_416136.1 7-alpha-hydroxysteroid dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	7	249	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	29.5	2.41e-14	67.8	92	NP_418670.1 c-di-GMP-binding biofilm dispersal mediator protein [Escherichia coli str. K-12 substr. MG1655]	6	236	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	26.6	4.83e-13	64.3	92	NP_417319.1 putative 2-keto-3-deoxy-D-gluconate dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	8	249	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	25.8	1.09e-08	51.6	90.9	NP_416641.1 putative oxidoreductase YohF [Escherichia coli str. K-12 substr. MG1655]	3	242	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	28.1	3.95e-06	43.9	90.5	NP_417378.1 putative oxidoreductase YgfF [Escherichia coli str. K-12 substr. MG1655]	3	246	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROCATDIOXY-RXN	3,6-dichlorocatechol 1,2-dioxygenase	1.13.11.M6	FALSE	FALSE		NA		rxn/CHLOROCATDIOXY-RXN.fasta	rxn03709	FALSE	metacyc	rxn									0	no_blast				
14DICHLORBENZDEG-PWY	CHLOROMALERED-RXN	2-chloromaleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rev/1.3.1.32.fasta	rxn02141 rxn02142 rxn03656 rxn06904 rxn16086 rxn20159	FALSE	EC	rev	UniRef90_P27137	27.1	2.59e-32	121	90.7	NP_417279.2 L-1,2-propanediol oxidoreductase [Escherichia coli str. K-12 substr. MG1655]	13	369	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROMALERED-RXN	2-chloromaleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rev/1.3.1.32.fasta	rxn02141 rxn02142 rxn03656 rxn06904 rxn16086 rxn20159	FALSE	EC	rev	UniRef90_O30847	25.7	1.17e-29	114	94.3	YP_026233.1 L-threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	13	382	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROMALERED-RXN	2-chloromaleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rev/1.3.1.32.fasta	rxn02141 rxn02142 rxn03656 rxn06904 rxn16086 rxn20159	FALSE	EC	rev	UniRef90_O84992	29	3.01e-23	96.7	76.5	NP_416948.4 putative alcohol dehydrogenase EutG [Escherichia coli str. K-12 substr. MG1655]	92	394	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROMALERED-RXN	2-chloromaleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rev/1.3.1.32.fasta	rxn02141 rxn02142 rxn03656 rxn06904 rxn16086 rxn20159	FALSE	EC	rev	UniRef90_P27137	21.7	3.05e-14	70.9	96.3	NP_415757.1 fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE [Escherichia coli str. K-12 substr. MG1655]	456	865	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROMALERED-RXN	2-chloromaleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rev/1.3.1.32.fasta	rxn02141 rxn02142 rxn03656 rxn06904 rxn16086 rxn20159	FALSE	EC	rev	UniRef90_P27137	21.2	2.41e-10	58.2	89.8	NP_417484.1 NADPH-dependent aldehyde reductase YqhD [Escherichia coli str. K-12 substr. MG1655]	1	356	0	bad_blast				
14DICHLORBENZDEG-PWY	DIENELACHYDRO-RXN	2-chloro-trans-dienelactone hydrolase	3.1.1.45	FALSE	FALSE		NA		rev/3.1.1.45.fasta	rxn02747 rxn03800 rxn03801 rxn04650 rxn04653 rxn07908 rxn07909 rxn15998 rxn16082 rxn16084 rxn31706 rxn31716	FALSE	EC	rev	UniRef90_Q8X8L4	99.3	7.44e-202	548	100	YP_026268.1 putative dienelactone hydrolase [Escherichia coli str. K-12 substr. MG1655]	1	271	0	good_blast				
14DICHLORBENZDEG-PWY	DIOXYXANFL-RXN	1,4-dichlorobenzene dioxygenase	1.14.12.26	TRUE	TRUE	2	Subunit 1,Subunit 2,Subunit undefined	Subunit 1	rev/1.14.12.26.fasta	rxn03729 rxn04646 rxn04671 rxn25893 rxn25906	FALSE	EC	rev	UniRef90_O24676	49.8	2.16e-141	409	93.5	NP_417033.1 putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha [Escherichia coli str. K-12 substr. MG1655]	12	437	0	good_blast	1	FALSE		
14DICHLORBENZDEG-PWY	DIOXYXANFL-RXN	1,4-dichlorobenzene dioxygenase	1.14.12.26	TRUE	TRUE	2	Subunit 1,Subunit 2,Subunit undefined	Subunit 2	rev/1.14.12.26.fasta	rxn03729 rxn04646 rxn04671 rxn25893 rxn25906	FALSE	EC	rev	UniRef90_O24677	32.6	7.29e-28	100	92	NP_417034.1 putative 3-phenylpropionate/cinnamate dioxygenase subunit beta [Escherichia coli str. K-12 substr. MG1655]	3	172	0	bad_blast	1	FALSE		
14DICHLORBENZDEG-PWY	DIOXYXANFL-RXN	1,4-dichlorobenzene dioxygenase	1.14.12.26	TRUE	TRUE	2	Subunit 1,Subunit 2,Subunit undefined	Subunit undefined	rxn/DIOXYXANFL-RXN.fasta	rxn03729 rxn04646 rxn04671 rxn25893 rxn25906	FALSE	metacyc	rxn	sp|O24679|TECA4_CUPXP	29.8	3.51e-41	147	96.8	NP_417037.1 putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit [Escherichia coli str. K-12 substr. MG1655]	6	400	0	bad_blast	1	FALSE		
14DICHLORBENZDEG-PWY	DIOXYXANFL-RXN	1,4-dichlorobenzene dioxygenase	1.14.12.26	TRUE	TRUE	2	Subunit 1,Subunit 2,Subunit undefined	Subunit undefined	rxn/DIOXYXANFL-RXN.fasta	rxn03729 rxn04646 rxn04671 rxn25893 rxn25906	FALSE	metacyc	rxn	sp|O24678|TECA3_CUPXP	45.9	5.66e-30	100	90.7	NP_417035.1 putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit [Escherichia coli str. K-12 substr. MG1655]	5	101	0	bad_blast	1	FALSE		
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rxn/MALEYLACETATE-REDUCTASE-RXN.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	metacyc	rxn	tr|C1I208|C1I208_PSEWB	43.2	1.21e-134	395	98.4	NP_415816.1 gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	18	495	0	good_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rxn/MALEYLACETATE-REDUCTASE-RXN.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	metacyc	rxn	tr|C1I208|C1I208_PSEWB	38.7	1.43e-123	367	97.7	NP_414846.1 betaine aldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	6	483	0	good_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rxn/MALEYLACETATE-REDUCTASE-RXN.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	metacyc	rxn	tr|C1I208|C1I208_PSEWB	43.5	3.01e-122	363	97.3	NP_415903.4 phenylacetaldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	19	497	0	good_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rxn/MALEYLACETATE-REDUCTASE-RXN.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	metacyc	rxn	tr|C1I208|C1I208_PSEWB	40.5	1.28e-118	355	97.5	NP_418045.4 aldehyde dehydrogenase B [Escherichia coli str. K-12 substr. MG1655]	28	507	0	good_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rxn/MALEYLACETATE-REDUCTASE-RXN.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	metacyc	rxn	tr|C1I208|C1I208_PSEWB	40.4	9.02e-115	343	97.5	NP_415961.1 gamma-aminobutyraldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	472	0	good_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rxn/MALEYLACETATE-REDUCTASE-RXN.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	metacyc	rxn	tr|C1I208|C1I208_PSEWB	35.6	6.47e-95	293	97.7	NP_417147.1 succinate-semialdehyde dehydrogenase (NADP(+)) GabD [Escherichia coli str. K-12 substr. MG1655]	10	482	0	good_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rxn/MALEYLACETATE-REDUCTASE-RXN.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	metacyc	rxn	tr|C1I208|C1I208_PSEWB	36	4.02e-92	285	97.5	NP_415933.1 aldehyde dehydrogenase A [Escherichia coli str. K-12 substr. MG1655]	5	477	0	good_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rxn/MALEYLACETATE-REDUCTASE-RXN.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	metacyc	rxn	tr|C1I208|C1I208_PSEWB	29.7	2.92e-64	212	92.8	NP_416042.2 succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad [Escherichia coli str. K-12 substr. MG1655]	12	458	0	good_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rxn/MALEYLACETATE-REDUCTASE-RXN.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	metacyc	rxn	tr|C1I208|C1I208_PSEWB	31.1	5.59e-52	180	95.1	NP_416260.1 aldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	3	461	0	bad_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rxn/MALEYLACETATE-REDUCTASE-RXN.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	metacyc	rxn	tr|C1I208|C1I208_PSEWB	29.8	3.66e-42	157	91.4	NP_415534.1 fused DNA-binding transcriptional repressor/proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase PutA [Escherichia coli str. K-12 substr. MG1655]	657	1101	0	bad_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rev/1.3.1.32.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	EC	rev	UniRef90_P27137	27.1	2.59e-32	121	90.7	NP_417279.2 L-1,2-propanediol oxidoreductase [Escherichia coli str. K-12 substr. MG1655]	13	369	0	bad_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rev/1.3.1.32.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	EC	rev	UniRef90_O30847	25.7	1.17e-29	114	94.3	YP_026233.1 L-threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	13	382	0	bad_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rev/1.3.1.32.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	EC	rev	UniRef90_O84992	29	3.01e-23	96.7	76.5	NP_416948.4 putative alcohol dehydrogenase EutG [Escherichia coli str. K-12 substr. MG1655]	92	394	0	bad_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rev/1.3.1.32.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	EC	rev	UniRef90_P27137	21.7	3.05e-14	70.9	96.3	NP_415757.1 fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE [Escherichia coli str. K-12 substr. MG1655]	456	865	0	bad_blast				
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	FALSE	FALSE		NA		rev/1.3.1.32.fasta	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159	FALSE	EC	rev	UniRef90_P27137	21.2	2.41e-10	58.2	89.8	NP_417484.1 NADPH-dependent aldehyde reductase YqhD [Escherichia coli str. K-12 substr. MG1655]	1	356	0	bad_blast				
14DICHLORBENZDEG-PWY	RXN-18360	2,4-dichloro-cis,cis-muconate dehalogenase	5.5.1.11	FALSE	FALSE		NA		rxn/RXN-18360.fasta	rxn03018 rxn03694	FALSE	metacyc	rxn	sp|P27099|TCBD_PSESQ	24.9	6.26e-11	60.1	84.1	YP_026237.1 D-galactonate dehydratase [Escherichia coli str. K-12 substr. MG1655]	38	364	0	bad_blast				
14DICHLORBENZDEG-PWY	RXN-18361	RXN-18361		FALSE	FALSE						TRUE											0	spontaneous				
14DICHLORBENZDEG-PWY	RXN-18362	RXN-18362		FALSE	FALSE						TRUE											0	spontaneous				
1CMET2-PWY	5-FORMYL-THF-CYCLO-LIGASE-RXN	5-formyltetrahydrofolate cyclo-ligase	6.3.3.2	FALSE	FALSE		NA		rev/6.3.3.2.fasta	rxn01653	FALSE	EC	rev	UniRef90_P0AC28	100	3.94e-137	377	100	NP_417387.3 putative 5-formyltetrahydrofolate cyclo-ligase [Escherichia coli str. K-12 substr. MG1655]	1	182	0	good_blast				full
1CMET2-PWY	DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3	FALSE	FALSE		NA		rxn/DIHYDROFOLATEREDUCT-RXN.fasta	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434	FALSE	metacyc	rxn	sp|P0AFS3|FOLM_ECOLI	100	3.38e-178	486	100	NP_416123.1 dihydromonapterin reductase [Escherichia coli str. K-12 substr. MG1655]	1	240	0	good_blast				full
1CMET2-PWY	DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3	FALSE	FALSE		NA		rxn/DIHYDROFOLATEREDUCT-RXN.fasta	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434	FALSE	metacyc	rxn	sp|P0ABQ4|DYR_ECOLI	100	3.36e-120	332	100	NP_414590.1 dihydrofolate reductase [Escherichia coli str. K-12 substr. MG1655]	1	159	0	good_blast				full
1CMET2-PWY	DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3	FALSE	FALSE		NA		user/1.5.1.3.fasta	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434	FALSE	EC	user	UniRef50_A0A3P6JD90	39.1	2.2e-107	329	99.1	NP_416138.1 PTS enzyme IIBC component MalX [Escherichia coli str. K-12 substr. MG1655]	13	525	0	good_blast				full
1CMET2-PWY	DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3	FALSE	FALSE		NA		user/1.5.1.3.fasta	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434	FALSE	EC	user	UniRef50_A0A3P6JD90	37.6	1.53e-102	315	99.3	NP_415619.1 glucose-specific PTS enzyme IIBC component [Escherichia coli str. K-12 substr. MG1655]	9	477	0	good_blast				full
1CMET2-PWY	DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3	FALSE	FALSE		NA		user/1.5.1.3.fasta	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434	FALSE	EC	user	UniRef50_B9MF12	34.4	1.26e-86	281	84	NP_415801.1 cyclic di-GMP phosphodiesterase PdeR [Escherichia coli str. K-12 substr. MG1655]	120	643	0	good_blast				full
1CMET2-PWY	DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3	FALSE	FALSE		NA		user/1.5.1.3.fasta	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434	FALSE	EC	user	UniRef50_A0A3P6JD90	34.5	2.48e-83	270	99.3	NP_415205.1 N-acetylglucosamine-specific PTS enzyme IIABC component [Escherichia coli str. K-12 substr. MG1655]	4	466	0	good_blast				full
1CMET2-PWY	DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3	FALSE	FALSE		NA		user/1.5.1.3.fasta	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434	FALSE	EC	user	UniRef50_A0A1V2MVG9	41	4.02e-47	154	95.7	NP_418670.1 c-di-GMP-binding biofilm dispersal mediator protein [Escherichia coli str. K-12 substr. MG1655]	3	237	0	bad_blast				full
