# gapseq version: 2.1.0 0779b300
# Sequence DB version: 1.5 (Bacteria, 2026-05-29)
# genome_format=prot;taxonomy=Bacteria;ORF_coverage=21.49;gram=neg
pathway	rxn	name	ec	keyrea	is_complex	subunit_count	subunits	complex	file	dbhit	spont	type	src	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	exception	status	subunits_found	subunit_undefined_found	complex.status	pathway.status
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_P37685	34.5	2.76e-74	240	92.6	MYb71_1_215 # 238563 # 239996 # 1 # ID=1_215;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.593	4	471	0	good_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_Q8GAK7	33.9	1.45e-74	239	98.3	MYb71_1_948 # 991947 # 993398 # 1 # ID=1_948;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.534	31	478	0	good_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_Q8GAK7	37.3	4.88e-73	234	91.7	MYb71_2_917 # 920798 # 922183 # -1 # ID=2_917;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.567	24	445	0	good_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_P37685	34.5	1.85e-70	230	92	MYb71_2_451 # 439651 # 441087 # 1 # ID=2_451;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.579	9	468	0	good_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_P37685	32	1.85e-70	230	93.8	MYb71_2_757 # 759232 # 760668 # -1 # ID=2_757;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.555	5	472	0	good_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_Q8GAK7	33.9	2.36e-66	218	98	MYb71_1_410 # 457282 # 458727 # -1 # ID=1_410;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.593	25	471	0	good_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_P37685	30.7	4.48e-60	203	89.3	MYb71_1_2357 # 2435861 # 2437357 # -1 # ID=1_2357;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.603	6	459	0	good_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_P37685	31.1	8.87e-47	167	85.4	MYb71_2_54 # 55087 # 56541 # 1 # ID=2_54;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.545	33	462	0	bad_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_Q8GAK7	31	1.16e-46	165	95.9	MYb71_2_2012 # 2145017 # 2146477 # -1 # ID=2_2012;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.561	27	479	0	bad_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_P37685	29.7	3.34e-43	157	89.1	MYb71_2_95 # 96500 # 98047 # -1 # ID=2_95;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.537	34	490	0	bad_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_Q8GAK7	27.3	1.15e-38	144	95.6	MYb71_1_1947 # 2006093 # 2007625 # 1 # ID=1_1947;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.573	33	476	0	bad_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_P37685	27.5	3.59e-32	125	85.7	MYb71_1_2085 # 2153365 # 2154762 # 1 # ID=1_2085;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.574	14	447	0	bad_blast				
12DICHLORETHDEG-PWY	ALDXANAU-RXN	chloroacetaldehyde dehydrogenase	1.2.1.4	FALSE	FALSE		NA		rev/1.2.1.4.fasta	rxn00507 rxn03455 rxn03598 rxn05880 rxn14071 rxn19116	FALSE	EC	rev	UniRef90_P37685	27.3	4.92e-31	125	83.6	MYb71_2_951 # 958746 # 962429 # 1 # ID=2_951;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.580	599	1013	0	bad_blast				
12DICHLORETHDEG-PWY	DHLAXANAU-RXN	1,2-dichloroethane dehalogenase	3.8.1.5	TRUE	FALSE		NA		rev/3.8.1.5.fasta	rxn02515 rxn03596 rxn03668 rxn03669 rxn03670 rxn03671 rxn06155 rxn07484 rxn07485 rxn19882	FALSE	EC	rev	UniRef90_Q9A919	22.2	4.17e-07	48.1	89.4	MYb71_1_911 # 950857 # 952470 # 1 # ID=1_911;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.577	276	532	0	bad_blast				
12DICHLORETHDEG-PWY	DHLAXANAU-RXN	1,2-dichloroethane dehalogenase	3.8.1.5	TRUE	FALSE		NA		rxn/DHLAXANAU-RXN.fasta	rxn02515 rxn03596 rxn03668 rxn03669 rxn03670 rxn03671 rxn06155 rxn07484 rxn07485 rxn19882	FALSE	metacyc	rxn									0	no_blast				
12DICHLORETHDEG-PWY	DHLBXANAU-RXN	chloroacetate dehalogenase	3.8.1.3	FALSE	FALSE		NA		rev/3.8.1.3.fasta	rxn02050 rxn03599 rxn06154 rxn19881	FALSE	EC	rev	UniRef90_Q6NAM1	41.5	4.57e-76	232	97.4	MYb71_2_1280 # 1311311 # 1312246 # 1 # ID=2_1280;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.590	5	294	0	good_blast				
12DICHLORETHDEG-PWY	DHLBXANAU-RXN	chloroacetate dehalogenase	3.8.1.3	FALSE	FALSE		NA		rev/3.8.1.3.fasta	rxn02050 rxn03599 rxn06154 rxn19881	FALSE	EC	rev	UniRef90_Q01399	41	5.19e-42	139	83.9	MYb71_1_611 # 654517 # 655170 # 1 # ID=1_611;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.561	8	194	0	bad_blast				
12DICHLORETHDEG-PWY	MOXXANAU-RXN	2-chloroethanol dehydrogenase	1.1.2.7	FALSE	TRUE	2	Subunit 1,Subunit 2	Subunit 1	rev/1.1.2.7.fasta	rxn00847 rxn01796 rxn12745 rxn14207 rxn15989 rxn15990 rxn21641 rxn23811	FALSE	EC	rev	UniRef90_P38539	25.6	2.1e-33	132	91.3	MYb71_1_232 # 258774 # 261104 # 1 # ID=1_232;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.568	154	750	0	bad_blast	0	FALSE		
12DICHLORETHDEG-PWY	MOXXANAU-RXN	2-chloroethanol dehydrogenase	1.1.2.7	FALSE	TRUE	2	Subunit 1,Subunit 2	Subunit 2		rxn00847 rxn01796 rxn12745 rxn14207 rxn15989 rxn15990 rxn21641 rxn23811	FALSE												no_blast	0	FALSE		
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	33.5	1.68e-25	99	92	MYb71_2_1300 # 1331134 # 1331910 # -1 # ID=2_1300;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.604	10	253	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	29.8	6.09e-23	92	90.9	MYb71_2_1799 # 1894770 # 1895540 # 1 # ID=2_1799;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.568	18	255	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	30.5	1.41e-22	90.9	92.4	MYb71_2_86 # 88428 # 89174 # -1 # ID=2_86;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.600	3	244	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	31.8	2.72e-22	90.1	92	MYb71_1_1166 # 1220870 # 1221616 # 1 # ID=1_1166;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.586	6	245	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	31.5	6.9e-21	86.3	92.7	MYb71_1_1450 # 1484176 # 1484916 # 1 # ID=1_1450;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.548	1	242	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	28	7.94e-19	80.9	93.8	MYb71_2_30 # 27438 # 28217 # -1 # ID=2_30;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.576	4	255	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	29.7	1.34e-18	80.1	93.1	MYb71_1_915 # 955170 # 955925 # 1 # ID=1_915;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.554	1	248	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	31	1.54e-17	77.4	92	MYb71_2_356 # 355303 # 356100 # 1 # ID=2_356;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574	20	260	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	31.7	1.47e-16	74.3	92.7	MYb71_2_2086 # 2229171 # 2229905 # -1 # ID=2_2086;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.611	3	241	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	29.1	6.73e-16	72.8	92.7	MYb71_1_2262 # 2330901 # 2331692 # 1 # ID=1_2262;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.567	1	249	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	27.7	1.96e-15	71.2	90.5	MYb71_2_753 # 755437 # 756183 # 1 # ID=2_753;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.542	5	245	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	30.1	3.37e-15	70.5	92.4	MYb71_2_1943 # 2060132 # 2060857 # -1 # ID=2_1943;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.539	3	237	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	30.4	5.65e-15	70.5	90.5	MYb71_3_178 # 165223 # 166083 # -1 # ID=3_178;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.515	40	284	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	30.4	1.4e-14	68.9	90.5	MYb71_1_2574 # 2648660 # 2649424 # -1 # ID=1_2574;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.588	5	244	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	29.3	1.98e-14	68.6	92.4	MYb71_2_1046 # 1071820 # 1072593 # 1 # ID=2_1046;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.545	10	253	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	28.2	2.46e-14	68.2	92	MYb71_1_1759 # 1807617 # 1808366 # -1 # ID=1_1759;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.557	4	244	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	27.1	2.67e-14	68.2	92.4	MYb71_1_914 # 954380 # 955150 # 1 # ID=1_914;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.576	6	252	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	29.5	1.07e-13	66.6	92.7	MYb71_2_1942 # 2059305 # 2060117 # -1 # ID=2_1942;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.541	6	248	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	26.5	4.67e-13	64.3	91.3	MYb71_2_1526 # 1590808 # 1591512 # 1 # ID=2_1526;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.601	5	230	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	28.7	3.36e-12	62	92.7	MYb71_1_255 # 284289 # 285023 # 1 # ID=1_255;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.612	3	241	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	29.6	1.28e-11	60.5	78.2	MYb71_2_1630 # 1707699 # 1708466 # 1 # ID=2_1630;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.581	1	221	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	30.3	5.22e-11	58.5	89.8	MYb71_1_872 # 910152 # 910880 # -1 # ID=1_872;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.601	5	241	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	TRUE	FALSE		NA		rev/1.3.1.119.fasta	rxn03698 rxn04647 rxn04672 rxn25894 rxn25907	FALSE	EC	rev	UniRef90_O69264	28.7	1.42e-10	58.5	92	MYb71_2_1304 # 1335466 # 1337562 # -1 # ID=2_1304;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.592	434	691	0	bad_blast				
14DICHLORBENZDEG-PWY	CHLOROCATDIOXY-RXN	3,6-dichlorocatechol 1,2-dioxygenase	1.13.11.M6	FALSE	FALSE		NA		rxn/CHLOROCATDIOXY-RXN.fasta	rxn03709	FALSE	metacyc	rxn									0	no_blast				
